visiting.team,home.team,date,visiting.score,home.score
Ark.-Pine Bluff,Jacksonville St.,20111228,55,78
Oklahoma State,SMU,20111228,68,58
Villanova,West Virginia,20111228,69,83
Buffalo,Temple,20111228,85,87
Bowling Green,Duquesne,20111228,76,86
UMBC,Niagara,20111228,75,92
Army,Presbyterian,20111228,64,71
UAB,Geo. Washington,20111228,56,49
Morgan State,Saint Joseph's,20111228,50,81
Fairleigh D'son,NJIT,20111228,53,66
Columbia,Marist,20111228,59,79
Quinnipiac,Colgate,20111228,80,70
Cornell,Stony Brook,20111228,59,68
Monmouth,Lafayette,20111228,54,69
Lehigh,St. Peter's,20111228,76,67
Siena,Florida Atlantic,20111228,67,60
Liberty,Richmond,20111228,61,77
Wofford,South Carolina,20111228,45,57
Loyola Maryland,Bucknell,20111228,72,67
Fairfield,Drexel,20111228,69,77
Erskine,Charleston So.,20111228,69,96
Binghamton,Canisius,20111228,66,75
Samford,Sam Houston St.,20111228,58,74
Wichita State,Bradley,20111228,90,51
IPFW,South Dakota St.,20111228,58,94
Texas A&M-C.C.,Rice,20111228,66,78
Charlotte,Arkansas,20111228,67,80
Southern Utah,South Dakota,20111228,81,75
Cleveland State,Toledo,20111228,72,64
Oakland,North Dakota St.,20111228,69,96
Albany,Maryland,20111228,72,83
UC Riverside,UTSA,20111228,70,65
Indiana State,Drake,20111228,64,79
Oral Roberts,UMKC,20111228,72,65
Huston-Tillotson,Texas State,20111228,47,99
Morehead State,Southeast Mo. St.,20111228,51,67
New Mexico,New Mexico St.,20111228,89,69
Eastern Wash.,Montana State,20111228,82,66
Portland State,Montana,20111228,64,75
New Orleans,Colorado,20111228,34,92
Portland,Gonzaga,20111228,51,90
Colorado State,UTEP,20111228,56,53
Purdue,Iowa,20111228,79,76
Mercer,Tulsa,20111228,62,68
Cedarville,Nevada,20111228,61,71
Elon,North Carolina,20111229,62,100
Florida,Rutgers,20111229,83,85
Vanderbilt,Marquette,20111229,74,57
Howard,Kansas,20111229,34,89
Penn State,Michigan,20111229,53,71
Harvard,Boston College,20111229,67,46
Brown,St. Francis (N.Y.),20111229,49,66
American,Mt. St. Mary's,20111229,42,49
Utah Valley,Hampton,20111229,42,40
Loyola (LA),Southern U.,20111229,68,73
Spring Hill,Louisiana Tech,20111229,41,69
Campbell,NC State,20111229,81,87
Longwood,Chattanooga,20111229,50,85
Penn,Davidson,20111229,70,75
Stetson,UCF,20111229,70,80
Grambling,LSU,20111229,37,69
Iona,Hofstra,20111229,75,83
Boston U.,La Salle,20111229,53,70
Reinhardt,Alabama State,20111229,72,78
William & Mary,Miami (Ohio),20111229,69,73
Citadel,Tennessee,20111229,55,86
VCU,Akron,20111229,76,75
Green Bay,Butler,20111229,49,53
Ark.-Pine Bluff,UTEP,20111229,58,79
Yale,Wake Forest,20111229,71,72
Robert Morris,Memphis,20111229,47,64
Austin Peay,East. Kentucky,20111229,65,67
Sacred Heart,New Hampshire,20111229,77,59
N.C. Central,East Carolina,20111229,76,84
Maine,Fla. Gulf Coast,20111229,72,84
FIU,Middle Tenn.,20111229,66,71
Wright State,Loyola Chicago,20111229,64,48
Detroit,Ill.-Chicago,20111229,59,63
Southern Ill.,Evansville,20111229,60,78
Georgia Tech,Fordham,20111229,66,72
UALR,North Texas,20111229,69,66
Texas-Arlington,UTPA,20111229,83,56
Tennessee Tech,SIU-Edwardsville,20111229,68,83
Alcorn State,Southern Miss,20111229,49,80
Marshall,Belmont,20111229,74,79
Arkansas Tech,Texas A&M,20111229,58,76
UNI,Illinois State,20111229,61,65
Milwaukee,Valparaiso,20111229,57,55
Western Ky.,La.-Monroe,20111229,76,71
Tenn.-Martin,Tennessee State,20111229,67,83
Kent State,Arkansas State,20111229,69,54
Sacramento St.,Northern Ariz.,20111229,64,73
Jacksonville St.,Colorado State,20111229,56,79
Oregon State,Washington,20111229,80,95
Oklahoma,Cincinnati,20111229,55,56
Coppin State,San Jose State,20111229,66,81
Troy,Denver,20111229,62,79
Oregon,Washington St.,20111229,92,75
Wagner,Air Force,20111229,72,61
Idaho State,Weber State,20111229,64,78
Jacksonville,Alabama,20111229,55,72
USC,California,20111229,49,53
James Madison,Rhode Island,20111229,60,79
Hope Int'l,Cal Poly,20111229,61,67
San Francisco,Pepperdine,20111229,61,77
UC Davis,CSU Fullerton,20111229,64,65
UC Irvine,CSU Northridge,20111229,71,62
Fresno State,Pacific,20111229,55,47
BYU,St. Mary's (Cal.),20111229,82,98
UCLA,Stanford,20111229,59,60
Eastern Mich.,Santa Clara,20111229,55,75
Neb. Omaha,Seattle,20111229,72,91
Western Mich.,Duke,20111230,70,110
Missouri,Old Dominion,20111230,75,68
Murray State,Eastern Illinois,20111230,73,40
Towson,Virginia,20111230,50,57
Redlands,San Diego State,20111230,43,94
S. Carolina St.,Hawaii,20111230,73,100
Delaware State,Georgia,20111230,51,58
Eastern Wash.,Montana,20111230,71,79
UNC-Greensboro,Richmond,20111230,58,78
Longwood,Hampton,20111230,79,82
Northeastern,Vermont,20111230,53,51
George Mason,Charleston,20111230,84,76
Furman,UNC-Wilmington,20111230,61,72
James Madison,Stetson,20111230,71,69
Princeton,Florida State,20111230,75,73
NJIT,Long Island,20111230,74,84
Rider,Stony Brook,20111230,62,79
Utah Valley,Chattanooga,20111230,59,74
Appalachian St.,Miami (Fla.),20111230,54,84
Mississippi,Dayton,20111230,50,62
Temple,Delaware,20111230,66,63
Kennesaw State,Ohio,20111230,63,71
Manhattan,Binghamton,20111230,94,51
Mercer,Navy,20111230,65,56
Ga. Southern,Auburn,20111230,75,78
St. Bonaventure,Niagara,20111230,72,70
Lafayette,Columbia,20111230,67,77
Palm Beach Atl.,North Florida,20111230,78,85
Western Illinois,IUPUI,20111230,68,75
Cent. Conn. St.,Massachusetts,20111230,65,97
IPFW,North Dakota St.,20111230,68,84
Oakland,South Dakota St.,20111230,64,76
Oral Roberts,South Dakota,20111230,79,67
Texas-Tyler,Steph. F. Austin,20111230,36,93
Texas Southern,Arkansas,20111230,49,77
Southern Utah,UMKC,20111230,91,77
Rhode Island,UCF,20111230,54,65
West Virginia,Seton Hall,20111230,48,67
Southeastern La.,Texas Tech,20111230,54,62
Neb. Omaha,Coppin State,20111230,93,83
Texas State,Houston,20111230,71,94
Eastern Mich.,Air Force,20111230,37,42
Portland State,Montana State,20111230,73,86
Pomona-Pitzer,CSU Bakersfield,20111230,41,75
San Jose State,Seattle,20111230,84,74
Wagner,Santa Clara,20111230,64,62
Ohio State,Indiana,20111231,70,74
Louisville,Kentucky,20111231,62,69
St. John's,Connecticut,20111231,69,83
Yale,Florida,20111231,70,90
Iowa,Wisconsin,20111231,72,65
Providence,Georgetown,20111231,40,49
Utah State,Mississippi St.,20111231,64,66
Michigan State,Nebraska,20111231,68,55
North Dakota,Kansas,20111231,58,84
UNLV,Hawaii,20111231,74,69
Creighton,Wichita State,20111231,68,61
Saint Joseph's,Harvard,20111231,69,74
Arizona State,Arizona,20111231,51,68
S.C. Upstate,South Carolina,20111231,66,72
Virginia Tech,Oklahoma State,20111231,67,61
St. Francis (Pa.),Drexel,20111231,42,63
Austin Peay,Morehead State,20111231,64,68
Boston U.,Quinnipiac,20111231,53,59
Presbyterian,VMI,20111231,70,78
Lehigh,Bryant,20111231,72,55
Colgate,New Hampshire,20111231,64,71
Miss. Valley St.,Iowa State,20111231,65,67
Virginia-Wise,East Carolina,20111231,56,91
Bradley,Indiana State,20111231,66,77
Milwaukee,Butler,20111231,50,54
Lyon,Lamar,20111231,58,102
St. Francis (N.Y.),Army,20111231,70,79
Cornell,Bucknell,20111231,60,63
Tulane,UTPA,20111231,53,42
Howard,Kansas State,20111231,46,82
Samford,Maryland,20111231,63,75
Gardner-Webb,Radford,20111231,61,55
FIU,Western Ky.,20111231,81,63
Tennessee State,East. Kentucky,20111231,68,73
Rice,Texas,20111231,59,73
Southern Miss,McNeese State,20111231,65,56
Idaho,Boise State,20111231,76,73
Charleston So.,Liberty,20111231,81,76
Wright State,Ill.-Chicago,20111231,74,70
Youngstown St.,Cleveland State,20111231,73,67
Ark.-Pine Bluff,New Mexico St.,20111231,65,81
Chicago State,Ball State,20111231,58,86
Hartford,La Salle,20111231,55,73
Western Caro.,NC State,20111231,55,82
Holy Cross,Dartmouth,20111231,65,61
Louisiana Tech,SMU,20111231,65,73
Detroit,Loyola Chicago,20111231,65,54
Alabama A&M,UAB,20111231,58,92
Delaware State,Geo. Washington,20111231,59,77
N'western St.,Oklahoma,20111231,63,83
Drake,Missouri State,20111231,61,72
Albany,Mt. St. Mary's,20111231,65,64
South Alabama,Middle Tenn.,20111231,52,68
UCLA,California,20111231,69,85
Illinois,Purdue,20111231,60,75
UNC-Asheville,Winthrop,20111231,73,68
Houston Baptist,Duquesne,20111231,72,118
Troy,North Texas,20111231,65,87
Jacksonville St.,SIU-Edwardsville,20111231,61,66
Tennessee Tech,Tenn.-Martin,20111231,85,62
Arkansas State,La.-Monroe,20111231,65,63
Green Bay,Valparaiso,20111231,87,90
Florida Atlantic,La.-Lafayette,20111231,55,67
Saint Louis,New Mexico,20111231,60,64
Sacramento St.,Weber State,20111231,63,74
San Diego,BYU,20111231,52,88
UALR,Denver,20111231,66,59
Oregon State,Washington St.,20111231,76,81
Utah,Colorado,20111231,33,73
St. Mary's (Cal.),Pepperdine,20111231,74,45
USC,Stanford,20111231,43,51
Tulsa,TCU,20111231,74,66
Coastal Caro.,High Point,20111231,55,52
Loyola Marym't,San Francisco,20111231,77,76
Gonzaga,Xavier,20111231,72,65
Charlotte,Memphis,20111231,58,67
Northern Ariz.,Northern Colo.,20111231,64,80
Oregon,Washington,20111231,60,76
Syracuse,DePaul,20120101,87,68
Monmouth,North Carolina,20120101,65,102
Penn,Duke,20120101,55,85
Villanova,Marquette,20120101,77,81
Minnesota,Michigan,20120101,56,61
Cincinnati,Pittsburgh,20120101,66,63
Rutgers,South Florida,20120101,65,67
Canisius,Fairfield,20120101,54,72
Illinois State,Southern Ill.,20120101,71,86
Princeton,Florida A&M,20120101,76,61
Bowling Green,UTSA,20120101,79,86
Norfolk State,Navy,20120101,71,65
Akron,Marshall,20120101,67,51
East Tenn. St.,Clemson,20120101,58,65
Penn State,Northwestern,20120101,56,68
Evansville,UNI,20120101,76,65
Texas A&M,Baylor,20120102,52,61
Virginia,LSU,20120102,57,52
William & Mary,George Mason,20120102,56,70
Rhode Island,Boston College,20120102,78,72
American,Brown,20120102,70,61
Old Dominion,James Madison,20120102,67,61
Vermont,Stony Brook,20120102,59,65
Shawnee St.,Kent State,20120102,65,90
Presbyterian,Liberty,20120102,63,56
Drexel,Georgia State,20120102,44,58
Stetson,Kennesaw State,20120102,66,62
Lafayette,NJIT,20120102,58,78
Gardner-Webb,VMI,20120102,72,76
VCU,Hofstra,20120102,80,63
Chattanooga,Tennessee,20120102,63,76
Wofford,Wake Forest,20120102,56,52
Northeastern,Towson,20120102,57,48
Robert Morris,Ohio,20120102,70,67
Charleston So.,High Point,20120102,78,88
UMBC,New Hampshire,20120102,82,76
UNC-Asheville,Radford,20120102,66,56
St. Peter's,Marist,20120102,67,71
Hartford,Albany,20120102,63,88
Fairleigh D'son,Columbia,20120102,52,67
Rider,Manhattan,20120102,88,77
Maine,Binghamton,20120102,76,61
Delaware,UNC-Wilmington,20120102,75,80
Virginia-Wise,Citadel,20120102,74,91
Lipscomb,Jacksonville,20120102,77,71
Brewton Parker,Ga. Southern,20120102,60,88
Niagara,Loyola Maryland,20120102,66,61
Fla. Gulf Coast,Mercer,20120102,54,76
Belmont,North Florida,20120102,83,53
Coastal Caro.,Campbell,20120102,65,70
Jarvis Christian,Sam Houston St.,20120102,49,83
Miami (Ohio),Vanderbilt,20120102,62,69
Roosevelt,Northern Ill.,20120102,46,72
Bethune-Cookman,Auburn,20120102,41,67
Jacksonville St.,Southeast Mo. St.,20120102,56,74
UNC-Greensboro,Miami (Fla.),20120102,89,99
Idaho State,Northern Colo.,20120102,57,55
New Mexico St.,CSU Bakersfield,20120102,73,72
Boise State,Fresno State,20120102,59,72
CSU Northridge,UC Riverside,20120102,63,52
Long Beach St.,UC Irvine,20120102,74,60
UC Santa Barb.,Cal Poly,20120102,58,57
Pacific,CSU Fullerton,20120102,73,78
UALR,Kentucky,20120103,51,73
Nebraska,Ohio State,20120103,40,71
Oklahoma,Missouri,20120103,49,87
Connecticut,Seton Hall,20120103,63,75
Michigan State,Wisconsin,20120103,63,60
Louisville,St. John's,20120103,73,58
UAB,Florida,20120103,61,79
Harvard,Fordham,20120103,54,60
Holy Cross,Yale,20120103,67,82
Milwaukee,Western Mich.,20120103,61,72
Indiana-Northwest,Toledo,20120103,43,107
Bucknell,Dartmouth,20120103,67,59
Oral Roberts,Oakland,20120103,89,80
Southern Utah,IPFW,20120103,58,79
Longwood,Army,20120103,77,96
Md.-East. Shore,Lehigh,20120103,55,82
UMKC,IUPUI,20120103,74,83
S. Carolina St.,South Carolina,20120103,51,79
Carver Bible,N.C. A&T,20120103,76,85
South Dakota,Western Illinois,20120103,44,67
Cornell,Maryland,20120103,62,70
Savannah State,Arkansas,20120103,66,83
Oswego State,UTPA,20120103,54,59
Drake,Creighton,20120103,59,76
Alabama A&M,Jackson State,20120103,52,55
Southern U.,Prairie View A&M,20120103,73,65
Ark.-Pine Bluff,Miss. Valley St.,20120103,67,82
Houston Baptist,New Mexico,20120103,61,98
Alabama,Georgia Tech,20120103,73,48
Alabama State,Grambling,20120103,73,62
Alcorn State,Texas Southern,20120103,52,87
SMU,Mississippi,20120103,48,50
Johnson & Wales (CO),Air Force,20120103,53,83
Siena,Iona,20120103,59,95
Wyoming,Utah Valley,20120103,76,70
Morgan State,San Francisco,20120103,74,87
Syracuse,Providence,20120104,87,73
Duke,Temple,20120104,73,78
Marquette,Georgetown,20120104,70,73
Kansas State,Kansas,20120104,49,67
East. Kentucky,Murray State,20120104,67,76
Auburn,Florida State,20120104,56,85
Xavier,La Salle,20120104,70,80
,-4,20120104,Buffalo </schools/buffalo>,0
Columbia,Colgate,20120104,66,59
Illinois,Northwestern,20120104,57,56
Geo. Washington,St. Bonaventure,20120104,56,66
Delaware State,NC State,20120104,44,78
James Madison,William & Mary,20120104,61,68
Fla. Gulf Coast,Kennesaw State,20120104,62,55
Notre Dame,Cincinnati,20120104,55,71
Hofstra,Delaware,20120104,66,67
Saint Joseph's,Duquesne,20120104,84,82
UNC-Wilmington,Northeastern,20120104,70,62
Penn,Lafayette,20120104,78,73
Florida A&M,Ball State,20120104,55,70
Towson,Drexel,20120104,27,60
West Virginia,Rutgers,20120104,85,64
S.C. Upstate,East Tenn. St.,20120104,73,88
Tulane,UCF,20120104,53,60
Belmont,Jacksonville,20120104,75,63
Richmond,Charlotte,20120104,70,75
Stetson,Mercer,20120104,59,75
Georgia State,VCU,20120104,55,53
Coppin State,Howard,20120104,83,77
Lipscomb,North Florida,20120104,61,82
Eastern Illinois,SIU-Edwardsville,20120104,73,59
East Carolina,Southern Miss,20120104,76,78
Southeastern La.,Texas-Arlington,20120104,46,85
Lamar,Texas A&M-C.C.,20120104,74,58
Indiana State,UNI,20120104,48,65
Rice,TCU,20120104,74,78
Steph. F. Austin,Texas State,20120104,66,65
Tulsa,Houston,20120104,69,70
Texas Tech,Oklahoma State,20120104,59,67
Mayville St.,North Dakota,20120104,54,72
Saint Louis,Dayton,20120104,72,79
Southern Ill.,Bradley,20120104,74,65
UTEP,Marshall,20120104,60,76
Tennessee,Memphis,20120104,51,69
Nicholls State,UTSA,20120104,50,91
Illinois State,Missouri State,20120104,68,60
Wichita State,Evansville,20120104,67,66
Iowa,Minnesota,20120104,64,62
Texas,Iowa State,20120104,71,77
Michigan,Indiana,20120105,71,73
UNLV,CSU Bakersfield,20120105,89,57
San Diego Christian,San Diego State,20120105,52,83
Pepperdine,Gonzaga,20120105,45,73
Ga. Southern,Elon,20120105,69,63
Quinnipiac,St. Francis (N.Y.),20120105,72,73
New Hampshire,Hartford,20120105,49,56
Fordham,Massachusetts,20120105,76,80
Mt. St. Mary's,Monmouth,20120105,59,73
Western Illinois,Oakland,20120105,71,61
Ill.-Chicago,Cleveland State,20120105,56,73
St. Francis (Pa.),Cent. Conn. St.,20120105,58,69
Robert Morris,Bryant,20120105,84,53
Albany,UMBC,20120105,89,72
Wagner,Fairleigh D'son,20120105,88,64
High Point,Presbyterian,20120105,63,57
Pittsburgh,DePaul,20120105,81,84
Radford,Winthrop,20120105,54,70
Long Island,Sacred Heart,20120105,87,81
Stony Brook,Binghamton,20120105,60,54
George Mason,Old Dominion,20120105,63,54
Citadel,Furman,20120105,45,77
Boston U.,Vermont,20120105,69,83
Davidson,UNC-Greensboro,20120105,92,63
La.-Monroe,Florida Atlantic,20120105,30,58
Canisius,St. Peter's,20120105,61,65
VMI,UNC-Asheville,20120105,85,94
IUPUI,IPFW,20120105,67,72
Western Caro.,Chattanooga,20120105,62,78
Loyola Chicago,Youngstown St.,20120105,64,68
Manhattan,Loyola Maryland,20120105,60,61
Campbell,Charleston So.,20120105,73,91
La.-Lafayette,Western Ky.,20120105,72,70
South Florida,Villanova,20120105,74,57
Tennessee State,Tennessee Tech,20120105,86,92
Purdue,Penn State,20120105,45,65
Appalachian St.,Samford,20120105,68,63
Charleston,Wofford,20120105,58,75
Southeast Mo. St.,Tenn.-Martin,20120105,73,71
Morehead State,Jacksonville St.,20120105,63,55
North Texas,South Alabama,20120105,78,73
North Dakota St.,Oral Roberts,20120105,80,89
Denver,Arkansas State,20120105,53,50
Middle Tenn.,Troy,20120105,63,53
Alabama State,Jackson State,20120105,81,78
Alcorn State,Prairie View A&M,20120105,47,55
Washington St.,Utah,20120105,60,62
BYU,Loyola Marym't,20120105,73,65
Southern U.,Texas Southern,20120105,39,73
St. Mary's (Cal.),San Diego,20120105,78,72
Alabama A&M,Grambling,20120105,55,60
Washington,Colorado,20120105,69,87
South Dakota St.,Southern Utah,20120105,75,68
Stanford,Oregon,20120105,67,78
Montana State,Idaho State,20120105,73,69
Weber State,Eastern Wash.,20120105,76,69
Fresno State,Utah State,20120105,53,72
UC Riverside,UC Davis,20120105,60,58
California,Oregon State,20120105,85,92
CSU Fullerton,UC Santa Barb.,20120105,64,77
UC Irvine,Pacific,20120105,73,69
Northern Ariz.,Portland State,20120105,62,82
Cal Poly,Long Beach St.,20120105,50,55
Arizona State,USC,20120105,62,53
Santa Clara,Portland,20120105,74,84
Arizona,UCLA,20120105,58,65
Nevada,Idaho,20120105,73,55
Fairfield,Siena,20120106,60,73
Marist,Rider,20120106,86,99
Butler,Wright State,20120106,63,62
Valparaiso,Detroit,20120106,73,71
Lipscomb,Belmont,20120106,85,74
Niagara,Iona,20120106,61,73
Chicago State,Air Force,20120106,54,68
Marquette,Syracuse,20120107,66,73
South Carolina,Kentucky,20120107,64,79
Boston College,North Carolina,20120107,60,83
Baylor,Texas Tech,20120107,73,60
Duke,Georgia Tech,20120107,81,74
Ohio State,Iowa,20120107,76,47
Missouri,Kansas State,20120107,59,75
Connecticut,Rutgers,20120107,60,67
Georgetown,West Virginia,20120107,62,74
Notre Dame,Louisville,20120107,67,65
Florida,Tennessee,20120107,56,67
Kansas,Oklahoma,20120107,72,61
Mississippi St.,Arkansas,20120107,88,98
Murray State,Austin Peay,20120107,87,75
Miami (Fla.),Virginia,20120107,51,52
Dartmouth,Harvard,20120107,47,63
Santa Clara,Gonzaga,20120107,60,82
Canisius,Loyola Maryland,20120107,62,77
Wagner,Monmouth,20120107,89,79
Virginia Tech,Wake Forest,20120107,55,58
Xavier,Fordham,20120107,67,59
Nebraska,Illinois,20120107,54,59
Missouri State,Indiana State,20120107,69,63
Auburn,Vanderbilt,20120107,35,65
Mississippi,LSU,20120107,55,81
St. John's,Cincinnati,20120107,57,55
Charlotte,Saint Joseph's,20120107,57,52
Colgate,American,20120107,54,82
Northeastern,James Madison,20120107,68,56
Long Island,Quinnipiac,20120107,79,75
Mt. St. Mary's,Fairleigh D'son,20120107,66,45
Albright,Cornell,20120107,60,78
Loyola Chicago,Cleveland State,20120107,48,69
Washington,Utah,20120107,57,53
Western Mich.,Ball State,20120107,69,78
NJIT,Longwood,20120107,70,85
Kennesaw State,S.C. Upstate,20120107,53,68
Evansville,Illinois State,20120107,73,75
UMBC,Maine,20120107,70,89
Charleston,Furman,20120107,66,43
Western Illinois,IPFW,20120107,75,65
Texas State,N'western St.,20120107,68,83
Ga. Southern,Davidson,20120107,74,96
Wichita State,Southern Ill.,20120107,83,73
Jacksonville,Stetson,20120107,61,73
St. Francis (N.Y.),Sacred Heart,20120107,99,84
Lehigh,Holy Cross,20120107,78,84
North Dakota,New Mexico,20120107,57,85
Robert Morris,Cent. Conn. St.,20120107,53,68
St. Francis (Pa.),Bryant,20120107,56,59
Bucknell,Army,20120107,75,59
Coppin State,Savannah State,20120107,60,72
Florida A&M,N.C. Central,20120107,62,60
Bethune-Cookman,N.C. A&T,20120107,59,56
Washington St.,Colorado,20120107,60,71
Delaware,William & Mary,20120107,75,64
Mercer,East Tenn. St.,20120107,61,76
Southern Miss,Tulane,20120107,71,66
St. Bonaventure,Duquesne,20120107,52,66
Eastern Mich.,Northern Ill.,20120107,47,40
Florida State,Clemson,20120107,59,79
Dayton,Temple,20120107,87,77
Iowa State,Texas A&M,20120107,74,50
Morgan State,S. Carolina St.,20120107,73,68
VMI,Winthrop,20120107,84,91
Central Ark.,Lamar,20120107,67,103
Denver,South Alabama,20120107,67,50
Wofford,Western Caro.,20120107,57,67
Liberty,UNC-Asheville,20120107,75,98
Grambling,Southern U.,20120107,59,72
Jackson State,Alcorn State,20120107,60,63
UCF,East Carolina,20120107,81,63
Troy,Western Ky.,20120107,67,65
North Florida,Fla. Gulf Coast,20120107,88,81
Tennessee State,Jacksonville St.,20120107,65,72
Coastal Caro.,Charleston So.,20120107,80,77
Miss. Valley St.,Alabama State,20120107,67,60
Howard,Hampton,20120107,55,57
IUPUI,Oakland,20120107,81,93
San Francisco,BYU,20120107,56,81
Seton Hall,Providence,20120107,66,57
Md.-East. Shore,Norfolk State,20120107,72,78
Ark.-Pine Bluff,Alabama A&M,20120107,62,65
Ohio,Bowling Green,20120107,57,67
